province	province_id	district	district_id	moh	moh_id	gnd	gnd_id	center	vaccine	dose1	dose2
Sabaragamuwa	LK-9	Kegalle	LK-92	Deraniyagala	MOH-92330	Nawagamuwa	LK-9215065	Nawagamuwa Vidyalaya	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Deraniyagala	MOH-92330	Udugama	LK-9203185	Udugama Temple	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Deraniyagala	MOH-92330	Nadeniya	LK-9215215	Udugama Temple	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Kegalle	MOH-92092	Bogala	LK-9212285	Galviharaya Temple	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Kegalle	MOH-92092	Belihulwana	LK-9212300	Galviharaya Temple	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Kegalle	MOH-92092	Godigamuwa	LK-9209075	Godigamuwa CC 	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Kegalle	MOH-92092	Wewaladeniya	LK-9212050	WewaladeniyaTemple	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Kegalle	MOH-92092	Olagankanda	LK-9212045	WewaladeniyaTemple	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Kegalle	MOH-92092	Dikkohupitiya	LK-9212150	Bandaranayaka Primary	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Kegalle	MOH-92092	Makoora	LK-9212160	Bandaranayaka Primary	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Mawanella	MOH-92060	Kahawandala	LK-9206220	Bandaranayaka Primary	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Mawanella	MOH-92060	Heenatipana	LK-9206230	Heenatipana Temple	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Mawanella	MOH-92060	Mahanthegama	LK-9206225	Weliwathura Temple	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Mawanella	MOH-92060	Rukulagama	LK-9206235	Rukulagama Temple	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Mawanella	MOH-92060	Kumbalgama	LK-9206250	Balawathgama MV	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Mawanella	MOH-92060	Eraminigammana	LK-9206275	Eraminigammana Temple	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Mawanella	MOH-92060	Gondiwala	LK-9206045	Weganthale Temple	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Mawanella	MOH-92060	Kondeniya	LK-9206040	Wekandala Vidyalaya	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Mawanella	MOH-92060	Kongamuwa	LK-9206170	Kongamuwa KV	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Mawanella	MOH-92060	Nankurugama	LK-9206165	Baminiwaththa MV	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Mawanella	MOH-92060	Edanduwawa	LK-9206180	Baminiwaththa MV	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Mawanella	MOH-92060	Muruthawala	LK-9206085	Sahira Vidyalaya	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Mawanella	MOH-92060	Rankothdiwala	LK-9206130	Vinoda Sport Club	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Mawanella	MOH-92060	Uyanwatta	LK-9206195	Uyanwaththa Mosque	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Mawanella	MOH-92060	Hemmathagama	LK-9206340	Kapurekka Temple	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Rambukkana	MOH-92030	Kiriwallapitiya	LK-9203145	Ashoka  M.V.	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Rambukkana	MOH-92030	Eriyagolla	LK-9203150	Ashoka  M.V.	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Rambukkana	MOH-92030	Godagandeniya	LK-9203230	Ashoka  M.V.	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Rambukkana	MOH-92030	Yodhagama	LK-9203390	Hiriwadunna  K. V.	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Rambukkana	MOH-92030	Kotagama	LK-9203340	Hiriwadunna  K. V.	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Rambukkana	MOH-92030	Koththanawaththa		Hiriwadunna  K. V.	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Rambukkana	MOH-92030	Beligodapitiya	LK-9203255	Diyasunnatha  Temple	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Rambukkana	MOH-92030	Diyasunnatha	LK-9203220	Diyasunnatha  Temple	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Rambukkana	MOH-92030	Madawala	LK-9203225	Diyasunnatha  Temple	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Ruwanwella	MOH-92210	Dannoruwa	LK-9221065	Humbaswelana k.v	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Ruwanwella	MOH-92210	Dunumala	LK-9221005	Dunumala rajapaksha vidyalaya	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Ruwanwella	MOH-92210	Gonaramba	LK-9221095	Grand view reception hall - kannattota	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Ruwanwella	MOH-92210	Lewangama		Lewengama k.v	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Ruwanwella	MOH-92210	Bopetta	LK-9221105	Arepolamulla k.v	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Ruwanwella	MOH-92210	Galapitamada	LK-9221010	Walagampa maha vidyalaya	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Ruwanwella	MOH-92210	Kadigamuwa	LK-9203240	Kadigamuwa k.v	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Ruwanwella	MOH-92210	Siyambalawala	LK-9221080	Clinic centre - Imbulana	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Warakapola	MOH-92180	Dedigama	LK-9218245	Dedigama m.v.	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Warakapola	MOH-92180	Thunthota	LK-9218255	Dedigama m.v.	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Warakapola	MOH-92180	Pitadeniya	LK-9218250	Dedigama pri.v.	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Warakapola	MOH-92180	Ihala Lenagala	LK-9218240	Ihala Lenagala Praja Shalawa	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Warakapola	MOH-92180	Kinivita	LK-9218275	Kinivita k.v.	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Warakapola	MOH-92180	Maha pallegama	LK-9218270	Mahapallegama m.v.	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Warakapola	MOH-92180	Kudapallegama	LK-9218350	Mahapallegama m.v.	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Warakapola	MOH-92180	Menikkadawara	LK-9218265	Menikkadawara k.v.	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Warakapola	MOH-92180	Imbulovita	LK-9218260	Menikkadawara k.v.	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Warakapola	MOH-92180	Morawaka	LK-9218130	Morawaka k.v.	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Yatiyanthota	MOH-92270	Seepoth	LK-9227075	Seepoth Temple	AstraZeneca	False	True
Sabaragamuwa	LK-9	Kegalle	LK-92	Yatiyanthota	MOH-92270	Nagasthenna		Nagasthenna School	AstraZeneca	False	True
North Western	LK-6	Kurunegala	LK-61	Panduwasnuwara	MOH-61451			mobile vaccination programme	Sinopharm	False	False
Uva	LK-8	Moneragala	LK-82	Monaragala	MOH-82091	Muppane, Hulandawa, Hidikivula		Moneragala community centre	Sinopharm	False	False
Uva	LK-8	Moneragala	LK-82	Monaragala	MOH-82091	Viharamulla, Aliyawaththa, Magandanamulla, Moneragala		Mahanama national school	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Irakkamam	MOH-52340			MOH office	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Karaithivu	MOH-52270			MOH office	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Karaithivu	MOH-52270			Shanmuga MV	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Karaithivu	MOH-52270			Al Hussain Vid	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Karaithivu	MOH-52270			Al Ashraff Vid	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Navithanveli	MOH-52160			Vaani Vid	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Navithanveli	MOH-52160			GMMS Central	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Navithanveli	MOH-52160			Kannaki Vid	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Alayadivembu	MOH-52390			SRK college	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Alayadivembu	MOH-52390			RKM vidyalayam	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Alayadivembu	MOH-52390			Kolavil Vinayagar Mahavidyalayam	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Thirukkovil	MOH-52450			BH Thirukkovil	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Thirukkovil	MOH-52450			HC Thambiluvil	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Thirukkovil	MOH-52450			HC Kudinilam	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Thirukkovil	MOH-52450			MOH office	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Thirukkovil	MOH-52450			HC Thambattai	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Kalmunai North				BH Kalmunai North	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Kalmunai North				Carmel Fatima National school, Kalmunai	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Sainthamaruthu	MOH-52250			DH Sainthamaruthu	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Sainthamaruthu	MOH-52250			MOH office, Sainthamaruthu	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Ninthavur	MOH-52300			Arafa Vid	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Ninthavur	MOH-52300			Gazzaly Vid	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Ninthavur	MOH-52300			Mazhar ladies school	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Ninthavur	MOH-52300			Vinayakar school	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Pottuvil	MOH-52480			BH Pottuvil	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Pottuvil	MOH-52480			MMTM Vidyalayam, Pottuvil	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Pottuvil	MOH-52480			Al Hithaya vid	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Akkaraipattu	MOH-52360			Al Fathimiyah vid	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Akkaraipattu	MOH-52360			Al Siraj vid	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Akkaraipattu	MOH-52360			Jummah Mosque	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Akkaraipattu	MOH-52360			Al Fayesha MV	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Akkaraipattu	MOH-52360			MOH Office	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Akkaraipattu	MOH-52360			Issaganichenai	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Akkaraipattu	MOH-52360			Alim nagar	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Akkaraipattu	MOH-52360			Ayesha Muslim ladies college	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Addachchenai	MOH-52330			DH Addalacheanai	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Addachchenai	MOH-52330			DH Deegawappi	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Addachchenai	MOH-52330			Central college, Addalachenai	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Addachchenai	MOH-52330			Al Minhaj Vidyalayam, Palamunai	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Addachchenai	MOH-52330			Al Hamra vidyalayam, Oluvil	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Sammanthurai	MOH-52180			Darussalam MV	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Sammanthurai	MOH-52180			Al Marjan ladies college	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Sammanthurai	MOH-52180			Matheena Vid	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Sammanthurai	MOH-52180			Kassali Vid	Sinopharm	False	False
Eastern	LK-5	Kalmunai		Sammanthurai	MOH-52180			BH Sammanthurai	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Uppuveli	MOH-53154			MOH office Uppuveli	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Uppuveli	MOH-53154			DH Selvanagapuram 	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Uppuveli	MOH-53154			PMCU Chinabay	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Uppuveli	MOH-53154			PMCU Sampalthivu	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Uppuveli	MOH-53154			Palaiyoothu St Lurthe's School	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Uppuveli	MOH-53154			Wellaimanal  GHC	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Uppuveli	MOH-53154			Sumethangarapura Clinic Centre	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Thampalagamam	MOH-53180			PMCU Mullipothanai	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Thampalagamam	MOH-53180			PMCU Ganthalawa	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Thampalagamam	MOH-53180			Sirajnagar School	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Thampalagamam	MOH-53180			Mullipothanai Sinhala School	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Thampalagamam	MOH-53180			Kulakottan School	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Trincomalee	MOH-53153			MOH office, Trincomalee	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Trincomalee	MOH-53153			Orr'shill vivekananda school	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Trincomalee	MOH-53153			Abeyapura Health centre	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Trincomalee	MOH-53153			Anpuvalipuram Kalaimagal M.V	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Trincomalee	MOH-53153			Thirukkadaloor Health centre	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Kuchchaveli	MOH-53061			MOH Office	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Kuchchaveli	MOH-53061			Iqbal Nagar Mohamathiya School	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Kuchchaveli	MOH-53061			Irrakkandy Muslim M V	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Kuchchaveli	MOH-53061			Kuchchaveli Al Nooriya School	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Kuchchaveli	MOH-53061			Pulmoddai GHC	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Kuchchaveli	MOH-53061			Thiriyai	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Kuchchaveli	MOH-53061			BH Pulmoddai	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Kuchchaveli	MOH-53061			DH Nilaveli	Sinopharm	False	False
Eastern	LK-5	Trincomalee	LK-53	Kuchchaveli	MOH-53061			DH Kuchchaveli	Sinopharm	False	False
