province	province_id	district	district_id	moh	moh_id	gnd	gnd_id	center	vaccine	dose1	dose2
Western	LK-1	Colombo RDHS	LK-11	all MOH areas				MOH office 	Sinopharm	False	False
Western	LK-1	CMC	LK-11	D1				Sugathadasa outdoor stadium	Sinopharm	False	False
Western	LK-1	CMC	LK-11	D1				Randiya uyana	Sinopharm	False	False
Western	LK-1	CMC	LK-11	D1				mobile	Sinopharm	False	False
Western	LK-1	CMC	LK-11	D2A				Sugathadasa indoor stadium	Sinopharm	False	False
Western	LK-1	CMC	LK-11	D2B				Kitchilan hall Wekanda	Sinopharm	False	False
Western	LK-1	CMC	LK-11	D4				mobile vaccination	Sinopharm	False	False
Western	LK-1	Gampaha	LK-12	Attanagalla	MOH-12270			Mobile vaccination - Uurapola	Sinopharm	False	False
Western	LK-1	Gampaha	LK-12	Biyagama	MOH-12390			Yatihena church	Sinopharm	False	False
Western	LK-1	Gampaha	LK-12	Biyagama	MOH-12390			Malwana	Sinopharm	False	False
Western	LK-1	Gampaha	LK-12	Divulapitiya	MOH-12090			MOH Office 	Sinopharm	False	False
Western	LK-1	Gampaha	LK-12	Dompe	MOH-12300			MOH Office 	Sinopharm	False	False
Western	LK-1	Gampaha	LK-12	Gampaha	MOH-12240			MOH office 	Sinopharm	False	False
Western	LK-1	Gampaha	LK-12	Katana	MOH-12061			MOH Office	Sinopharm	False	False
Western	LK-1	Gampaha	LK-12	Kelaniya	MOH-12360			Dalugama clinic	Sinopharm	False	False
Western	LK-1	Gampaha	LK-12	Mahara	MOH-12330			Mobile vaccination program	Sinopharm	False	False
Western	LK-1	Gampaha	LK-12	Mahara	MOH-12330			kirillawela Central College	Sinopharm	False	False
Western	LK-1	Gampaha	LK-12	Minuwangoda	MOH-12150			MOH office	Sinopharm	False	False
Western	LK-1	Gampaha	LK-12	Mirigama	MOH-12120			Youth center Mirigama	Sinopharm	False	False
Western	LK-1	Gampaha	LK-12	Negambo	MOH-12030			M.C. Negombo	Sinopharm	False	False
Western	LK-1	Gampaha	LK-12	Seeduwa	MOH-12062			Lansiyawadiya temple	Sinopharm	False	False
