district	police	center	dose1	dose2
Kalutara	Panadura	MOH Office – Panadura	False	False
Kalutara	Millaniya	Boddelgoda Viharaya	False	False
Kalutara	Millaniya	Pethigamuwa Viharaya	False	False
Kalutara	Anguruwatota	MOH Office – Madurawala	False	False
Kurunegala	Mawatagama	Udanagama Community Hall	False	False
Kurunegala	Ambanpola	Belumgala Community Hall	False	False
Kurunegala	Ambanpola	Ambakola Wewa North Community Hall	False	False
Kurunegala	Giribawa	Gurulupitigama Society Hall	False	False
Kurunegala	Giribawa	Ihala Giribawa Society Hall	False	False
Kurunegala	Giribawa	Hasthirajapura Society Hall	False	False
Kurunegala	Giribawa	Perakumpura Fair Premises	False	False
Kurunegala	Kobeigane	MOH Office - Kobeigane	False	False
Kurunegala	Kuliyapitiya	Kuliyapitiya Teaching Hospital	False	False
Kurunegala	Kurunegala	Town Hall - Kurunegala	False	False
Kurunegala	Weerambugedara	MOH Office - Weerambugedara	False	False
Kurunegala	Polgahawela	MOH Office - Polgahawela	False	False
Kurunegala	Rideegama	MOH Office - Rideegama	False	False
Kandy	Theldeniya	Gonawala Primary School – Digana	False	False
Kandy	Poojapitiya	Poojapitiya Primary School	False	False
Kandy	Poojapitiya	Molagoda Vidyalaya	False	False
Kandy	Wattegama	Walala A.Rathnayake Central College	False	False
Kandy	Menikhinna	Rajawella Hindu Vidyalaya	False	False
Kandy	Katugastota	Nugawela Maha Vidyalaya	False	False
Kandy	Katugastota	Kandy Ananda College - Gonigoda	False	False
Kandy	Gampola	Doluwa Maha Vidyalaya	False	False
Kandy	Udadumbara	Udadumbara Secondary College	False	False
Kandy	Udadumbara	Shivaneshwara Tamil College	False	False
Kandy	Kandy	Mahanama Vidyalaya	False	False
Kandy	Kandy	Peradeniya Youth Services Council	False	False
Kandy	Kotmale	MOH Office – Kotmale	False	False
Nuwara Eliya	Hanguranketa	Rikillagaskada Hospital	False	False
Matale	Makulugaswewa	Makulugaswewa Vidyalaya	False	False
Matale	Galewela	Galewela Hospital	False	False
Matale	Dambulla	Pannampitiya Vidyalaya	False	False
Matale	Dambulla	Dambulla National College	False	False
Matale	Naula	Sri Naga National College	False	False
Matale	Naula	MOH Office – Naula	False	False
Matale	Naula	Nalanda Hospital	False	False
Matale	Naula	Kongahwela Hospital	False	False
Matale	Naula	Madipola Hospital	False	False
Matale	Rattota	Kande Nuwara Tamil Maha Vidyalaya	False	False
Matale	Matale	Madawala Navodya Vidyalaya	False	False
Matale	Matale	St. Thomas College	False	False
Matale	Matale	Warakamura Annur Vidyalaya	False	False
Matale	Mahawela	Pallepola Viharaya	False	False
Matale	Mahawela	Sudharmarama Viharaya	False	False
Matale	Laggala	Pallegama Vidyalaya	False	False
Matale	Wilgamuwa	Maraka Central College	False	False
Matale	Wilgamuwa	Wilgamuwa Hospital	False	False
Badulla	Badulla	Army Base Hospital - Badulla	False	True
Badulla	Kandaketiya	MOH Office – Meegahakivula	False	False
Badulla	Haldummulla	Ilukpelessa Vidyalaya	False	False
Badulla	Haldummulla	Blackwood No.- 02 Tamil College	False	False
Badulla	Haputale	MOH Office – Haputale	False	False
Badulla	Mahiyanganaya	MOH Office –Mahiyanganaya	False	False
Badulla	Elpitiya	Elpitiya Base Hospital	False	False
Galle	Pitigala	Gangarama Viharaya	False	False
Galle	Kotawila	Kamburugamuwa Maha Vidyalaya	False	False
Hambantota	Walasmulla	Vidikanda Parimary School	False	False
Hambantota	Sooriyawewa	Mahagalwewa Vidyalaya	False	False
Hambantota	Sooriyawewa	Ihala Kumbukwewa Viharaya	False	False
Hambantota	Tangalle	MOH Office – Tangalle	False	False
Hambantota	Katuwana	MH Office – Katuwana	False	False
Hambantota	Agunukolapelessa	Gurunnehegeara Community Hall	False	False
Hambantota	Beliatta	MOH Office – Beliatta	False	False
Rathnapura	Balangoda	Hopewell Vidyalaya	False	False
Rathnapura	Opanayaka	Vidyakara Vidyalaya	False	False
Rathnapura	Imbulpe	Ratmalawinna Vidyalaya	False	False
Rathnapura	Rathnapura	Badugedara Vidyalaya	False	False
Rathnapura	Embilipitiya	MOH Office - Embilipitiya	False	False
Rathnapura	Embilipitiya	Moraketiya Vidyalaya	False	False
Rathnapura	Kolonna	Suriyakanda Egbert Tea Factory	False	False
Rathnapura	Udawalawa	Thimbolketiya Vidyalaya	False	False
Rathnapura	Godakawela	Pallebedda Vidyalaya	False	False
Rathnapura	Kuttigala	Bodiraja Pre School	False	False
Rathnapura	Kuruwita	Sevon Hotel	False	False
Rathnapura	Kuruwita	Rahula Vidyalaya	False	False
Rathnapura	Kuruwita	Eraththa Vidyalaya	False	False
Rathnapura	Kuruwita	Thalawitiya Sri Wimalaramaya	False	False
Rathnapura	Nivithigala	Nivithigala Sumana Vidyalaya	False	False
Rathnapura	Nivithigala	Dela Vidyalaya	False	False
Rathnapura	Kalawana	Hagarangala Vidyalaya	False	False
Rathnapura	Kalawana	Wemibiyagoda Community Hall	False	False
Rathnapura	Kalawana	Meepagama Vidyalaya	False	False
Rathnapura	Kalawana	Ganegoda Viharaya	False	False
Rathnapura	Kalawana	Kalawana National College	False	False
Rathnapura	Rakwana	Pothupitiya Vidyalaya	False	False
Rathnapura	Ayagama	Udugale Factory	False	False
Rathnapura	Ayagama	Paragala Factory	False	False
Rathnapura	Kiriella	Galathura Rubbur Factory	False	False
Rathnapura	Kiriella	Medabaddara Vidyalaya	False	False
Rathnapura	Kiriella	Mahaelgoda Community Hall	False	False
Rathnapura	Warakapola	Mas Factory Premises	False	False
Kegalle	Yatiyantota	Malalpola Vidyalaya	False	False
Kegalle	Yatiyantota	Jayavindagama Vee Oya Viharaya	False	False
Kegalle	Rambukkana	MOH Office - Rambukkana	False	False
Kegalle	Kegalle	MOH Office – Kegalle	False	False
Kegalle	Mawanella	MOH Office - Mawanella	False	False
Kegalle	Galigamuwa	MOH Office - Galigamuwa	False	False
Anuradhapura	Anuradhapura	Army Hospital - Anuradhapura	False	True
Anuradhapura	Kekirawa	District Hospital – Kekirawa	False	False
Anuradhapura	Nochchiyagama	Dunupotagama Vidyalaya	False	False
Anuradhapura	Nochchiyagama	Horivila Vidyalaya	False	False
Jaffna	Wadukkotte	MOH Office – Karainagar	False	False
Jaffna	Kayts	MOH Office – Kayts	False	False
Jaffna	Kayts	MOH Office – Velanai	False	False
Jaffna	Jaffna	Porumal Kovil Hall - Jaffna	False	False
Jaffna	Thelippalai	MOH Office – Thelippalai	False	False
Jaffna	Chavakachcheri	Town Hall - Chavakachcheri	False	False
Jaffna	Nelliadi	MOH Office – Karaveddy	False	False
Jaffna	Point Pedro	MOH Office - Point Pedro	False	False
Kilinochchi	Kilinochchi	Army Base Hospital - Kilinochchi	False	True
Kilinochchi	Kilinochchi	MOH Office – Kilinochchi	False	False
Kilinochchi	Pooneryn	MOH Office - Pooneryn	False	False
Kilinochchi	Dharmapuram	MOH Office - Dharmapuram	False	False
Mullaitivu	Mullaitivu	Army Base Hospital - Mullaitivu	False	True
Mullaitivu	Mullaitivu	MOH Office – Mullaitivu	False	False
Mullaitivu	Mankulam	MOH Office – Mankulam	False	False
Mullaitivu	Mallavi	MOH Sub Office - Kalvilan	False	False
Mullaitivu	Welioya	MOH Office - Sampathnuwara	False	False
Mullaitivu	Pudukudiruppu	MOH Office – Pudukudiruppu	False	False
Mannar	Adampan	MOH Office - Adampan	False	True
Mannar	Mannar	Al Jazeera GMM School	False	True
Mannar	Murukkan	Don Bosco Vocational Traing Center, Murukkan	False	True
Trincomalee	Muttur	MOH Office – Muttur	False	False
Trincomalee	Kinniya	MOH Office – Kuruggankeni	False	False
Trincomalee	Kinniya	MOH Office – Kinniya	False	False
Trincomalee	Sripura	MOH Office – Sripura	False	False
Trincomalee	Kantale	MOH Office – Kantale	False	False
Trincomalee	Kuchchaveli	MOH Office – Kuchchaveli	False	False
Trincomalee	Kuchchaveli	Divisional Hospital - Kuchchaveli	False	False
Trincomalee	Kuchchaveli	Divisional Hospital – Nilaveli	False	False
Trincomalee	Pulmoddai	Pulmoddai Base Hospital	False	False
Trincomalee	Harbour Police	MOH Office – Trincomalee	False	False
Trincomalee	Uppuveli	MOH Office - Uppuveli	False	False
Trincomalee	Serunuwara	MOH Office – Serunuwara	False	False
Batticaloa	Kokkadichcholai	MOH Office - Mahaladithivu	False	False
Batticaloa	Vellawali	Vellawali Maha Vidyalaya	False	False
Batticaloa	Kaluwanchikudy	MOH Office - Kaluwanchikudy	False	False
Batticaloa	Kaluwanchikudy	Kaluwanchikudy Hospital	False	False
Batticaloa	Batticaloa	MOH Office – Batticaloa	False	False
Batticaloa	Valachchenai	MOH Office - Valachchenai	False	False
Batticaloa	Valachchenai	MOH Office – Oddamavadi	False	False
Batticaloa	Valachchenai	MOH Office – Nawaladi	False	False
Batticaloa	Valachchenai	Valachchenai Base Hospital	False	False
Batticaloa	Vakarai	MOH Office – Vakarai	False	False
Batticaloa	Vavunathivu	MOH Office – Vavunathivu	False	False
Batticaloa	Eravur	Eravur Hospital	False	False
Batticaloa	Eravur	MOH Office – Eravur	False	False
Batticaloa	Eravur	MOH Office – Chenkaladi	False	False
Batticaloa	Eravur	Mawadivembu Hospital	False	False
Batticaloa	Eravur	Mobile Vaccination	False	False
Batticaloa	Eravur	Chenkaladi Hospital	False	False
Ampara	Kalmunai	MOH Office - Kalmunai North	False	False
Ampara	Karaitivu	MOH Office – Karaitivu	False	False
Ampara	Sammanthurai	MOH Office – Sammanthurai	False	False
