district	police	center	dose1	dose2
Kalutara	Dodangoda	Dodangoda Hospital	False	False
Kalutara	Thebuwana	Nebada Hospital	False	False
Kalutara	Matugama	MOH Office - Matugama	False	False
Kalutara	Matugama	Katugahahena Hospital	False	False
Kalutara	Matugama	Agalawatta Road Garment	False	False
Kalutara	Matugama	Weththewa Hospital	False	False
Kalutara	Baduraliya	Baduraliya Hospital	False	False
Kalutara	Panadura	Walana Maha Vidyalaya	False	False
Kalutara	Panadura	Town Hall - Panadura	False	False
Kalutara	Alubomulla	Arukgoda Viharaya	False	False
Kalutara	Millaniya	Mobile Vaccination	False	False
Kalutara	Welipenna	Rahumaniya Muslim Vidyalaya	False	False
Kalutara	Bandaragama	Walgama Saddathissa Vidyalaya	False	False
Kalutara	Meegahathenna	MOH Office - Meegahathenna	False	False
Kalutara	Wadduwa	Mobile Vaccination	False	False
Kalutara	Ingiriya	Gamini Maha Vidyalaya	False	False
Kalutara	Horana	Olaboduwa Maha Vidyalaya	False	False
Kurunegala	Kurunegala	Konpola Primary School	False	False
Kurunegala	Kurunegala	Mobile Medical Team	False	False
Kurunegala	Gokarella	Medamulla Vidyalaya	False	False
Kurunegala	Polgahawela	MOH Office - Polgahawela	False	False
Kurunegala	Nikaweratiya	Nikaweratiya Fair Premises	False	False
Kurunegala	Nikaweratiya	Budumuththawa Viharaya	False	False
Kurunegala	Nikaweratiya	Wasiwewa Vidyalaya	False	False
Kurunegala	Nikaweratiya	Samadarapitiya Viharaya	False	False
Kurunegala	Nikaweratiya	Danikithawa Central Dispensary	False	False
Kurunegala	Rasnayakapura	Abagammana Community Hall	False	False
Kurunegala	Rasnayakapura	Kongaswalayagama Community Hall	False	False
Kurunegala	Rasnayakapura	Divulwewa Community Hall	False	False
Kurunegala	Rasnayakapura	Ottukulama Mosque	False	False
Kurunegala	Kotawehera	Mahakirinda Vidyalaya	False	False
Kurunegala	Girilla	Girilla Vidyalaya	False	False
Kurunegala	Girilla	Elagammillawa Vidyalaya	False	False
Kurunegala	Kuliyapitiya	Kuliyapitiya Hospital	False	False
Kurunegala	Giribawa	Paluwewa Society Hall	False	False
Kurunegala	Giribawa	Perakumpura National College	False	False
Kurunegala	Giribawa	Warawewa Maha Vidyalaya	False	False
Kurunegala	Giribawa	Thmbutta Maha Vidyalaya	False	False
Kurunegala	Polpithigama	Hathigamuwa Vidyalaya	False	False
Kurunegala	Polpithigama	Meegaswewa Vidyalaya	False	False
Kurunegala	Polpithigama	Elagamuwa Communiy Hall	False	False
Kurunegala	Alawwa	Pradeshiya Shabha - Alawwa	False	False
Kurunegala	Ambanpola	Udagama Society Hall	False	False
Kurunegala	Ambanpola	Mediyana Society Hall	False	False
Kurunegala	Ambanpola	Keththapahuwa Community Hall	False	False
Kurunegala	Ambanpola	Uidangawa Society Hall	False	False
Kurunegala	Ambanpola	Ambakolawewa North	False	False
Kurunegala	Ambanpola	Kirimetiyawa Society Hall	False	False
Kurunegala	Maho	Gala Ambagaswewa Vidyalaya	False	False
Kurunegala	Maho	Galewewa Viharaya	False	False
Puttalam	Puttalam	Kaladiya Vidyasagara Vidyalaya	False	False
Puttalam	Puttalam	Hindu Vidyalaya	False	False
Puttalam	Nawagattegama	Minra Garment - Welewewa	False	False
Puttalam	Nawagattegama	Next Garment - Nawagattegama	False	False
Puttalam	Nawagattegama	Foster Garment - Nawagattegama	False	False
Puttalam	Karuwalagaswewa	Minra Garment - Karuwalagaswewa	False	False
Puttalam	Mundalama	Kadayamatta Vidyalaya	False	False
Puttalam	Mundalama	Kanamulla Vidyalaya	False	False
Puttalam	Marawila	Sumanadamma School Marawila	False	False
Puttalam	Marawila	St Sebastian Primary School	False	False
Puttalam	Wennappuwa	Sindaththriya Church	False	False
Puttalam	Wennappuwa	Muttuwa Church	False	False
Puttalam	Wennappuwa	Josef Vass College Wennappuwa	False	False
Puttalam	Chilaw	St Theres Church Thalwila	False	False
Puttalam	Chilaw	St Annes Primary School, Thalwila	False	False
Puttalam	Arachchikattuwa	Bangadeniya School	False	False
Puttalam	Arachchikattuwa	Nalladarankattuwa Viharaya	False	False
Puttalam	Arachchikattuwa	Kumarakattuwa Vidyalaya	False	False
Kandy	Kandy	Mobile Medical Team	False	False
Kandy	Kandy	Pushpadana Balika Vidyalaya	False	False
Kandy	Welambada	Al Kadija Cumber Maha Vidyalaya	False	False
Kandy	Welambada	Welambada Maha Vidyalaya	False	False
Kandy	Hatharaliyadda	Hatharaliyadda Maha Vidyalaya	False	False
Kandy	Katugastota	St. Anthony's College	False	False
Kandy	Galagedara	Galagedara Sujatha Balika Vidyalaya	False	False
Kandy	Alawatugoda	Akurana Zahira College	False	False
Kandy	Alawatugoda	Dunuwila Rathnapala Vidyalaya	False	False
Kandy	Panwila	Madolkele Hospital	False	False
Kandy	Gampola	Udagama Saranapala Vidyalaya	False	False
Kandy	Gampola	Wickramabahu Vidyalaya	False	False
Kandy	Gampola	National Heritage Centre	False	False
Kandy	Gampola	Ulapane Rathnawali Vidyalaya	False	False
Kandy	Nawa	Kurunduwatta Royal College	False	False
Kandy	Nawa	Gray  Head Tamil College	False	False
Kandy	Rangala	Dunhinna Maha Vidyalaya	False	False
Kandy	Kadugannawa	Pilimathalawa Central College	False	False
Kandy	Kadugannawa	Kadugannawa Central College	False	False
Kandy	Peththapitiya	Danture Maha Vidyalaya	False	False
Nuwara Eliya	Nuwara Eliya	Mobile Medical Team	False	False
Nuwara Eliya	Hanguranketa	Rikillagaskada Base Hospital	False	False
Nuwara Eliya	Udupussellawa	Delmor Estate Hospital	False	False
Nuwara Eliya	Kothmale	MOH Office - Kothmale	False	False
Nuwara Eliya	Lindula	MOH Office - Lindula	False	False
Nuwara Eliya	Agarapathana	Manrasi Sports Club	False	False
Nuwara Eliya	Dayagama	Dayagama Hospital	False	False
Matale	Mathale	Mobile Medical Team	False	False
Mathale	Galewela	Thalkiriyagama Budda Jayanthi Viharaya	False	False
Mathale	Dambulla	Rangiri Dambulla Central College	False	False
Mathale	Sigiriya	Inamaluwa Vidyalaya	False	False
Mathale	Sigiriya	Digampathaha Magallena Viharaya	False	False
Mathale	Makulugaswewa	Makulugaswewa Maha Vidyalaya	False	False
Mathale	Naula	Ledora Hospital	False	False
Badulla	Badulla	Badulla Base Hospital	False	False
Badulla	Badulla	Mobile Medical Team	False	False
Badulla	Passara	District Hospital - Passara	False	False
Badulla	Passara	Passara  National College	False	False
Badulla	Passara	Bibilegama Hospital	False	False
Badulla	Passara	Meedumpitiya Hospital	False	False
Badulla	Passara	Kanawerella Hospital	False	False
Badulla	Passara	Yuri watta Hospital	False	False
Badulla	Hali Ela	Etampitiya Hospital	False	False
Badulla	Hali Ela	Isprinvally Hospital	False	False
Badulla	Uva Paranagama	Uva Paranagama Hospital	False	False
Badulla	Bandarawela	MOH Office - Bandarawela	False	False
Badulla	Haputale	MOH Office - Haputale	False	False
Monaragala	Badalkumbura	Nishshanka National College	False	False
Moneragala	Bibila	Wellassa National College	False	False
Moneragala	Bibila	Dodamgolla Vidyalaya	False	False
Moneragala	Medagama	Dahagoniya Vidyalaya	False	False
Moneragala	Medagama	Medagama National College	False	False
Moneragala	Dambagalla	Madulla Central College	False	False
Moneragala	Dambagalla	Mariarawa Maha Vidyalaya	False	False
Moneragala	Dambagalla	Kolladeniya Maha Vidyalaya	False	False
Moneragala	Siyambalanduwa	Kodayana Primary school	False	False
Moneragala	Athimale	Guruhela Primary School	False	False
Moneragala	Govindupura	Buwanekaba Viharaya	False	False
Moneragala	Govindupura	Kandaudapanguwa Maha Vidyalaya	False	False
Galle	Galle	Mobile Medical Team	False	False
Galle	Poddala	Balangoda Vidyalaya	False	False
Galle	Poddala	Pahala Kumbiya Siriniwasa Vidyalaya	False	False
Galle	Poddala	Godakanda Viharaya	False	False
Galle	Nagoda	Mapalagama Central College	False	False
Galle	Yakkalamulla	MOH Office - Yakkalamulla	False	False
Galle	Hiniduma	MOH Office - Hiniduma	False	False
Galle	Baddegama	Galahenkanda Maha Vidyalaya	False	False
Galle	Baddegama	Baddegama Hospital	False	False
Galle	Baddegama	Maddewila Primary School	False	False
Galle	Pitigala	Bambarawana Primary School	False	False
Galle	Hikkaduwa	Dodanduwa Rohana Vidyalaya	False	False
Galle	Hikkaduwa	Hikkaduwa Police Station	False	False
Galle	Kosgoda	Galbada Athuruwella Maha Vidyalaya	False	False
Galle	Kosgoda	Mullegoda Sri Sunandarama Viharaya	False	False
Galle	Ambalangoda	Wathugedara Sripathi Maha Vidyalaya	False	False
Matara	Matara	Mobile Medical Team	False	False
Matara	Deiyandara	Ransegoda Primary School	False	False
Matara	Gandara	Devinuwara Bomure Viharaya	False	False
Matara	Dickwella	Thuparama Viharaya - Belideniya	False	False
Matara	Dickwella	Kumarthunga Munidasa Maha Vidyalaya	False	False
Matara	Hakmana	Narawelpita North Viharaya	False	False
Matara	Hakmana	Narawelpita Central College	False	False
Matara	Hakmana	Kongala Sudarshanarama Viharaya	False	False
Matara	Hakmana	Sanasa Office	False	False
Matara	Hakmana	Udupillagoda Viharaya	False	False
Matara	Kamburupitiya	MOH Office - Kamburupitiya	False	False
Matara	Rotumba	Pasgoda Maha Vidyalaya	False	False
Matara	Rotumba	Gomila Maha Vidyalaya	False	False
Matara	Rotumba	Belgamuwa Maha Vidyalaya	False	False
Matara	Rotumba	Beralapanatharama Maha Vidyalaya	False	False
Matara	Rotumba	Kirilipana Primary School	False	False
Matara	Rotumba	Batandura Primary school	False	False
Matara	Weligama	MOH Office - Weligama	False	False
Matara	Weligama	Penetiyana Primary School	False	False
Matara	Deniyaya	Pallegama Maha Vidyalaya	False	False
Matara	Deniyaya	Waralla AD Yapa Vidyalaya	False	False
Matara	Deniyaya	MOH Office - Kotapola	False	False
Matara	Pitabeddara	Dudley Senanayake National College	False	False
Matara	Pitabeddara	Morawaka Hospital	False	False
Matara	Akuressa	Athuraliya Maha Vidyalaya	False	False
Matara	Malimbada	Dampella Maha Vidyalaya	False	False
Hambantota	Hambantota	Mobile Medical Team	False	False
Hambantota	Sooriyawewa	Town Hall - Sooriyawewa	False	False
Hambantota	Tangalle	Town Hall - Tangalle	False	False
Hambantota	Tangalle	Danketiya Viharaya	False	False
Hambantota	Tangalle	Kandurupokuna Jayasumanaramaya	False	False
Hambantota	Beliatta	Beliatta Maha Vidyalaya	False	False
Hambantota	Katuwana	MOH Office - Katuwana	False	False
Hambantota	Walasmulla	Walasmulla Fair Permises	False	False
Hambantota	Walasmulla	Kanumuldeniya Primary School	False	False
Hambantota	Agunukolapelessa	MOH Office - Agunukolapelessa	False	False
Rathnapura	Opanayaka	Kandeketiya Vidyalaya	False	False
Rathnapura	Opanayaka	Galhira Vidyalaya	False	False
Rathnapura	Opanayaka	Madola Viharaya	False	False
Rathnapura	Pinnawala	Welahinna Viharaya	False	False
Rathnapura	Pinnawala	Mamalgaha Viharaya	False	False
Rathnapura	Pinnawala	Pinnawala Primary School	False	False
Rathnapura	Pinnawala	Denagama Primary Health Unit	False	False
Rathnapura	Pinnawala	Marathenna Hospital	False	False
Rathnapura	Godakawela	Pussathota Community Hall	False	False
Rathnapura	Godakawela	Ambevila Vidyalaya	False	False
Rathnapura	Godakawela	Ranwala Vidyalaya	False	False
Rathnapura	Godakawela	Udaranwala Vidyalaya	False	False
Rathnapura	Godakawela	Elamalpe Vidyalaya	False	False
Rathnapura	Godakawela	Ranwala Hospital	False	False
Rathnapura	Godakawela	Welkeniyaya Vidyalaya	False	False
Rathnapura	Godakawela	Niyangama Vidyalaya	False	False
Rathnapura	Godakawela	Thambagamuwa Vidyalaya	False	False
Rathnapura	Godakawela	Mahagama Health Centre	False	False
Rathnapura	Embilipitiya	DH - Pabahinna	False	False
Rathnapura	Ayagama	Colony Vidyalaya	False	False
Rathnapura	Ayagama	Dumbara Manana Viharaya	False	False
Rathnapura	Ayagama	Udagama Primary School	False	False
Rathnapura	Rathnapura	Balangoda Vidyaloka Vidyalaya	False	False
Rathnapura	Rathnapura	Dahamana Vidyalaya	False	False
Rathnapura	Rathnapura	Mawela Community Hall	False	False
Rathnapura	Rathnapura	Welage Viharaya	False	False
Rathnapura	Rathnapura	Gawarahena Communitya Hall	False	False
Rathnapura	Rathnapura	Vikiliya Narada Vidyalaya	False	False
Rathnapura	Rathnapura	Bowatta Communitya Hall	False	False
Rathnapura	Rathnapura	Samanalagama Viharaya	False	False
Rathnapura	Rathnapura	Kotamulla Viharaya	False	False
Rathnapura	Kottigala	Halmillaketiya Vidyalaya	False	False
Rathnapura	Kottigala	Kachchigala Vidyalaya	False	False
Rathnapura	Kottigala	Padalangala Jayanthi Vidyalaya	False	False
Rathnapura	Sewanagala	Kiriwewa Sanasa Society Hall	False	False
Rathnapura	Kolonna	Buthkanda Maha Vidyalaya	False	False
Rathnapura	Kolonna	Ullinduwawa Vidyalaya	False	False
Rathnapura	Kalawana	Sambuddha Jayanthi Viharaya	False	False
Rathnapura	Kalawana	Colony Vidyalaya	False	False
Rathnapura	Kalawana	Delgolla Viharaya	False	False
Rathnapura	Kalawana	Wathurawala Viharaya	False	False
Rathnapura	Kalawana	Weddagala Pirivena	False	False
Rathnapura	Nivithigala	Delwala Maha Vidyalaya	False	False
Rathnapura	Nivithigala	Doloswala Vidyalaya	False	False
Rathnapura	Rakwana	Lenagala Viharaya	False	False
Rathnapura	Pelmadulla	Godagama Vidyalaya	False	False
Rathnapura	Pelmadulla	Dombawinna Vidyalaya	False	False
Kegalle	Mawanella	MOH Office - Mawanella	False	False
Kegalle	Kegalle	MOH Office - Kegalle	False	False
Kegalle	Aranayaka	MOH Office - Aranayaka	False	False
Kegalle	Yatiyanthota	MOH Office - Yatiyanthota	False	False
Kegalle	Bulathkohupitiya	MOH Office - Bulathkohupitiya	False	False
Kegalle	Warakapola	MOH Office - Warakapola	False	False
Kegalle	Pindeniya	Atala Dispensary	False	False
Kegalle	Pindeniya	Pindeniya Hospital	False	False
Kegalle	Dewalagama	Galigamuwa Hospital	False	False
Anuradhapura	Anuradhapura	Army Hospital Anuradhapura	False	False
Anuradhapura	Anuradhapura	62 DIV	False	False
Anuradhapura	Anuradhapura	Wijayapura Hospital	False	False
Anuradhapura	Anuradhapura	Selasthi Maduwa Vidyalaya	False	False
Anuradhapura	Anuradhapura	Walisinghe Harischandra Ground	False	False
Anuradhapura	Kekirawa	Kekirawa Hospital	False	False
Anuradhapura	Kahatagasdigiliya	MOH Office - Kahatagasdigiliya	False	False
Polonnaruwa	Polonnaruwa	Mobile Medical Team	False	False
Polonnaruwa	Polonnaruwa	Thopawewa Maha Vidyalaya	False	False
Polonnaruwa	Polonnaruwa	Royal College	False	False
Polonnaruwa	Polonnaruwa	Kaduruwela Muslim Maha Vidyalaya	False	False
Polonnaruwa	Polonnaruwa	Wijayapura Maha Vidyalaya	False	False
Polonnaruwa	Polonnaruwa	Shanthi Maha Vidyalaya	False	False
Polonnaruwa	Polonnaruwa	Sewamuktha Kadaura Maha Vidyalaya	False	False
Polonnaruwa	Hingurakgoda	Minneriya Central College	False	False
Polonnaruwa	Hingurakgoda	Bubula Viharaya	False	False
Polonnaruwa	Hingurakgoda	Thambalawewa Vidyalaya	False	False
Polonnaruwa	Hingurakgoda	Gunawardhana Vidyalaya	False	False
Polonnaruwa	Hingurakgoda	Jayanthipura Vidyalaya	False	False
Polonnaruwa	Hingurakgoda	Chandana Pokuna Vidyalaya	False	False
Polonnaruwa	Hingurakgoda	CP Pura Vidyalaya	False	False
Polonnaruwa	Hingurakgoda	Rajaelagama Community Hall	False	False
Polonnaruwa	Hingurakgoda	Ulpathwewa Community Hall	False	False
Polonnaruwa	Hingurakgoda	Moragaswewa Vidyalaya	False	False
Polonnaruwa	Hingurakgoda	Suriyagama Vidyalaya	False	False
Jaffna	Jaffna	Mobile Medical Team	False	False
Jaffna	Jaffna	Mobile Medical Team	False	False
Jaffna	Ilavalai	Pandathirappu Hospital	False	False
Jaffna	Manippai	Manippai Hospital	False	False
Jaffna	Kayts	MOH Office - Karainagar	False	False
Jaffna	Kayts	MOH Office - Kayts	False	False
Jaffna	Wadukkotte	MOH Office - Chankanai	False	False
Jaffna	Chavakachcheri	MOH Office - Chavakachcheri	False	False
Kilinochchi	Kilinochchi	Mobile Medical Team	False	False
Kilinochchi	Pooneryn	MOH Office - Pooneryn	False	False
Mullaitivu	Mullaitivu	Mobile Medical Team	False	False
Mullaitivu	Mullaitivu	MOH Office - Mullaitivu	False	False
Mullaitivu	Oddusuddan	MOH Office - Oddusuddan	False	False
Mullaitivu	Pudukudiruppu	MOH Office - Pudukudiruppu	False	False
Mannar	Mannar	Director of Health Office	False	False
Mannar	Mannar	Mobile Medical Team	False	False
Mannar	Pesalai	Pesalai Hospital	False	False
Vavuniya	Vavuniya	Mobile Medical Team	False	False
Trincomalee	Trincomalee	Mobile Medical Team	False	False
Trincomalee	Muttur	MOH Office – Muttur	False	False
Trincomalee	Kinniya	MOH Office - Kuruggankeni	False	False
Trincomalee	Kinniya	MOH Office – Kinniya	False	False
Trincomalee	Sripura	MOH Office – Sripura	False	False
Trincomalee	Kuchchaveli	MOH Office - Kuchchaveli	False	False
Trincomalee	Kuchchaveli	Divisional Hospital - Kuchchaveli	False	False
Trincomalee	Kuchchaveli	Divisional Hospital - Nilaveli	False	False
Trincomalee	Kantale	MOH Office – Kantale	False	False
Trincomalee	Pulmoddai	Pulmoddai Base Hospital	False	False
Trincomalee	Serunuwara	MOH Office - Serunuwara	False	False
Trincomalee	Harbour Police	MOH Office - Trincomalee	False	False
Trincomalee	Uppuveli	MOH Office - Uppuveli	False	False
Trincomalee	Ichchalampattu	MOH Office - Ichchalampattu	False	False
Trincomalee	Thambalagamuwa	MOH Office - Thambalagamuwa	False	False
Trincomalee	Gomarankadawala	MOH Office - Gomarankadawala	False	False
Batticaloa	Kokkadichcholai	Mahaladithivu Hospital	False	False
Batticaloa	Vellawali	Vellawali Kakattivatte Vidyalaya	False	False
Batticaloa	Vellawali	Sinnawatta Vidyalaya	False	False
Batticaloa	Kaluwanchikudy	Ondachimadam  Vidyalaya	False	False
Batticaloa	Kaluwanchikudy	Kotta Kallar Vidyalaya	False	False
Batticaloa	Valachchenai	MOH Office - Valachchenai	False	False
Batticaloa	Valachchenai	Valachchenai Base Hospital	False	False
Batticaloa	Vakarai	MOH Office - Vakarai	False	False
Batticaloa	Kattankudy	Jami Ul Alfar Mosque	False	False
Batticaloa	Eravur	Sandiveli Hospital	False	False
Batticaloa	Eravur	MOH Office - Chenkaladi	False	False
Batticaloa	Eravur	Palayadithona Vidyalaya	False	False
Batticaloa	Eravur	GN - Thewapuram	False	False
Batticaloa	Vavunathivu	Vavunathivu Clinic	False	False
Batticaloa	Vavunathivu	Navatkadu Clinic	False	False
Batticaloa	Vavunathivu	Panchenai Clinic	False	False
Batticaloa	Vavunathivu	Pavakkodichenai Clinic	False	False
Batticaloa	Vavunathivu	Pudumandapaththadi Clinic	False	False
Batticaloa	Vavunathivu	Kannankuda Clinic	False	False
Batticaloa	Vavunathivu	Kothiyapulai Clinic	False	False
Batticaloa	Vavunathivu	Mandapathadi Hospital	False	False
Batticaloa	Arayampathy	MOH Office - Arayampathy	False	False
Batticaloa	Arayampathy	RKM Vidyalaya	False	False
Batticaloa	Karadiyanaru	Koduwamadu Clinic	False	False
Batticaloa	Ayithiyamalai	Unnachchiya Clinic	False	False
Batticaloa	Ayithiyamalai	Ayithamalai Clinic	False	False
Batticaloa	Ayithiyamalai	Mahilawattuwan Clinic	False	False
Ampara	Chavalakade	5th Colony Health Centre	False	False
Ampara	Karaitivu	MOH Office – Karaitivu	False	False
Ampara	Karaitivu	Mavadipalli Health Centre	False	False
Ampara	Pottuvil	Pottuvil Base Hospital	False	False
Ampara	Pottuvil	MOH Office - Pottuvil	False	False
Ampara	Pottuvil	Nuraniya Vidyalaya	False	False
Ampara	Pottuvil	Al Kalam Vidyalaya	False	False
Ampara	Pottuvil	Panama Viharaya	False	False
Ampara	Pottuvil	Al Isaq Vidyalaya	False	False
Ampara	Dehiattakandiya	Thuwaragala Vidyalaya	False	False
Ampara	Dehiattakandiya	Kudagala Vidyalaya	False	False
Ampara	Dehiattakandiya	Samanalathenna Vidyalaya	False	False
Ampara	Dehiattakandiya	Sooriyapokuna Vidyalaya	False	False
Ampara	Dehiattakandiya	Pussalavinna Vidyalaya	False	False
Ampara	Dehiattakandiya	Henanigala North Vidyalaya	False	False
Ampara	Dehiattakandiya	Henanigala South Vidyalaya	False	False
Ampara	Dehiattakandiya	Kelegama Viharaya	False	False
Ampara	Dehiattakandiya	Wewgama Vidyalaya	False	False
Ampara	Dehiattakandiya	Diyaviddagama Vidyalaya	False	False
Ampara	Dehiattakandiya	Wewmedagama Vidyalaya	False	False
Ampara	Dehiattakandiya	Ihalagama Vidyalaya	False	False
Ampara	Dehiattakandiya	Pahalagama Viharaya	False	False
Ampara	Dehiattakandiya	Kudagama Vidyalaya	False	False
Ampara	Dehiattakandiya	Dolakanda Viharaya	False	False
Ampara	Dehiattakandiya	Paragaswewa Vidyalaya	False	False
Ampara	Dehiattakandiya	Namalgamuwa Vidyalaya	False	False
Ampara	Dehiattakandiya	Hungamalagama Vidyalaya	False	False
Ampara	Dehiattakandiya	Rideella Viharaya	False	False
Ampara	Dehiattakandiya	Damunnaruwa Vidyalaya	False	False
Ampara	Dehiattakandiya	Muruthgaspitiy vidyalaya	False	False
Ampara	Dehiattakandiya	Lathpandura Vidyalaya	False	False
Ampara	Dehiattakandiya	Mawanagama Vidyalaya	False	False
Ampara	Dehiattakandiya	Bambarawana Vidyalaya	False	False
Ampara	Dehiattakandiya	Nagasthalawa Vidyalaya	False	False
Ampara	Dehiattakandiya	Wiyapura Vidyalaya	False	False
Ampara	Dehiattakandiya	Sadamadulla Vidyalaya	False	False
Ampara	Dehiattakandiya	Webadagama Viharaya	False	False
Ampara	Thirukkovil	Mobile Vaccination	False	False
Ampara	Akkaraipattu	Nuraniya Church	False	False
Ampara	Akkaraipattu	Al Siraj Vidyalaya	False	False
Ampara	Akkaraipattu	Badur Mosque	False	False
Ampara	Akkaraipattu	MOH Office - Alayadiwembuwa	False	False
Ampara	Akkaraipattu	Kolavil Vinayagar Vidyalaya	False	False
Ampara	Akkaraipattu	Addalachchenai National College	False	False
Ampara	Akkaraipattu	Oluvil Hamra Vidyalaya	False	False
Ampara	Akkaraipattu	MOH Office - Addalachchenai	False	False
Ampara	Akkaraipattu	Palamunai Muslim College	False	False
Ampara	Akkaraipattu	Addalachchenai Hospital	False	False
Ampara	Kalmunai	MOH Office - Kalmunai North	False	False
Ampara	Kalmunai	Mobile Vaccination	False	False
Ampara	Kalmunai	Periyanilawa Clinic	False	False
Ampara	Kalmunai	Maradamunai Almanar Central College	False	False
Ampara	Kalmunai	Kalmunai Al Mishba Maha Vidyalaya	False	False
Ampara	Kalmunai	Narappattimunai Al Ashka Maha Vidyalaya	False	False
Ampara	Saindamarudu	APC Clinic	False	False
Ampara	Saindamarudu	Saindamarudu Hospital	False	False
Ampara	Saindamarudu	MOH Office - Saindamarudu	False	False
Ampara	Sammanthurai	Miranagar Health Centre	False	False
Ampara	Sammanthurai	Vavalodai Health Centre	False	False
Ampara	Sammanthurai	Arasady Health Centre	False	False
Ampara	Sammanthurai	Attapalam Health Centre	False	False
Ampara	Sammanthurai	Sammanthurai Base Hospital	False	False
Ampara	Sammanthurai	Town Hall - Sammanthurai	False	False
Ampara	Sammanthurai	Malwatta Hospital	False	False
Ampara	Sammanthurai	Al Arshath College - Sammanthurai	False	False
Ampara	Sammanthurai	Al Azhar Maha Vidyalaya - Sammanthurai	False	False
